cve_agem,nom_agem
015,San Joaquín
164,San Jorge Nuchita
165,San José Ayuquila
128,San José Chiapa
166,San José Chiltepec
008,San José De Gracia
167,San José Del Peñasco
072,San José Del Progreso
124,San José Del Rincón
168,San José Estancia Grande
169,San José Independencia
032,San José Iturbide
170,San José Lachiguiri
129,San José Miahuatlán
052,San José Teacalco
171,San José Tenango
172,San Juan Achiutla
130,San Juan Atenco
173,San Juan Atepec
131,San Juan Atzompa
175,San Juan Bautista Atatlahuca
176,San Juan Bautista Coixtlahuaca
177,San Juan Bautista Cuicatlán
178,San Juan Bautista Guelache
179,San Juan Bautista Jayacatlán
180,San Juan Bautista Lo De Soto
181,San Juan Bautista Suchitepec
183,San Juan Bautista Tlachichilco
182,San Juan Bautista Tlacoatzintepec
184,San Juan Bautista Tuxtepec
559,San Juan Bautista Valle Nacional
185,San Juan Cacahuatepec
112,San Juan Cancuc
191,San Juan Chicomezúchil
192,San Juan Chilateca
186,San Juan Cieneguilla
187,San Juan Coatzóspam
188,San Juan Colorado
189,San Juan Comaltepec
190,San Juan Cotzocón
027,San Juan De Guadalupe
206,San Juan De Los Cués
073,San Juan De Los Lagos
032,San Juan De Sabinas
193,San Juan Del Estado
028,San Juan Del Río
195,San Juan Diuxi
142,San Juan Evangelista
196,San Juan Evangelista Analco
197,San Juan Guelavía
198,San Juan Guichicovi
053,San Juan Huactzinco
199,San Juan Ihualtepec
200,San Juan Juquila Mixes
201,San Juan Juquila Vijanos
202,San Juan Lachao
203,San Juan Lachigalla
204,San Juan Lajarcia
205,San Juan Lalana
207,San Juan Mazatlán
208,San Juan Mixtepec
210,San Juan Ñumí
211,San Juan Ozolotepec
212,San Juan Petlapa
213,San Juan Quiahije
214,San Juan Quiotepec
215,San Juan Sayultepec
216,San Juan Tabaá
217,San Juan Tamazola
218,San Juan Teita
219,San Juan Teitipac
220,San Juan Tepeuxila
221,San Juan Teposcolula
222,San Juan Yaeé
223,San Juan Yatzona
224,San Juan Yucuita
007,San Juanito De Escobedo
074,San Julián
225,San Lorenzo
226,San Lorenzo Albarradas
054,San Lorenzo Axocomanitla
227,San Lorenzo Cacaotepec
228,San Lorenzo Cuaunecuiltitla
229,San Lorenzo Texmelúcan
230,San Lorenzo Victoria
110,San Lucas
231,San Lucas Camotlán
232,San Lucas Ojitlán
233,San Lucas Quiaviní
055,San Lucas Tecopilco
234,San Lucas Zoquiápam
052,San Luis Acatlán
235,San Luis Amatlán
033,San Luis De La Paz
029,San Luis Del Cordero
028,San Luis Potosí
055,San Luis Río Colorado
236,San Marcial Ozolotepec
053,San Marcos
237,San Marcos Arteaga
029,San Martín Chalchicuautla
076,San Martín De Bolaños
075,San Martín De Las Pirámides
238,San Martín De Los Cansecos
077,San Martín Hidalgo
239,San Martín Huamelúlpam
240,San Martín Itunyoso
241,San Martín Lachilá
242,San Martín Peras
132,San Martín Texmelucan
243,San Martín Tilcajete
133,San Martín Totoltepec
244,San Martín Toxpalan
245,San Martín Zacatepec
076,San Mateo Atenco
246,San Mateo Cajonos
248,San Mateo Del Mar
250,San Mateo Etlatongo
251,San Mateo Nejápam
252,San Mateo Peñasco
253,San Mateo Piñas
254,San Mateo Río Hondo
255,San Mateo Sindihui
256,San Mateo Tlapiltepec
249,San Mateo Yoloxochitlán
566,San Mateo Yucutindoo
134,San Matías Tlalancaleca
257,San Melchor Betaza
258,San Miguel Achiutla
259,San Miguel Ahuehuetitlán
260,San Miguel Aloápam
261,San Miguel Amatitlán
262,San Miguel Amatlán
264,San Miguel Chicahua
265,San Miguel Chimalapa
263,San Miguel Coatlán
003,San Miguel De Allende
056,San Miguel De Horcasitas
266,San Miguel Del Puerto
267,San Miguel Del Río
268,San Miguel Ejutla
078,San Miguel El Alto
269,San Miguel El Grande
270,San Miguel Huautla
135,San Miguel Ixitlán
271,San Miguel Mixtepec
272,San Miguel Panixtlahuaca
273,San Miguel Peras
274,San Miguel Piedras
275,San Miguel Quetzaltepec
276,San Miguel Santa Flor
278,San Miguel Soyaltepec
279,San Miguel Suchixtepec
281,San Miguel Tecomatlán
282,San Miguel Tenango
283,San Miguel Tequixtepec
284,San Miguel Tilquiápam
285,San Miguel Tlacamama
286,San Miguel Tlacotepec
054,San Miguel Totolapan
287,San Miguel Tulancingo
136,San Miguel Xoxtla
288,San Miguel Yotao
289,San Nicolás
137,San Nicolás Buenos Aires
046,San Nicolás De Los Garza
138,San Nicolás De Los Ranchos
290,San Nicolás Hidalgo
030,San Nicolás Tolentino
139,San Pablo Anicano
291,San Pablo Coatlán
292,San Pablo Cuatro Venados
025,San Pablo Del Monte
293,San Pablo Etla
294,San Pablo Huitzo
295,San Pablo Huixtepec
296,San Pablo Macuiltianguis
297,San Pablo Tijaltepec
298,San Pablo Villa De Mitla
299,San Pablo Yaganiza
033,San Pedro
300,San Pedro Amuzgos
301,San Pedro Apóstol
302,San Pedro Atoyac
303,San Pedro Cajonos
140,San Pedro Cholula
305,San Pedro Comitancillo
304,San Pedro Coxcaltepec Cántaros
057,San Pedro De La Cueva
030,San Pedro Del Gallo
306,San Pedro El Alto
019,San Pedro Garza García
307,San Pedro Huamelula
308,San Pedro Huilotepec
309,San Pedro Ixcatlán
310,San Pedro Ixtlahuaca
311,San Pedro Jaltepetongo
312,San Pedro Jicayán
313,San Pedro Jocotipac
314,San Pedro Juchatengo
013,San Pedro Lagunillas
315,San Pedro Mártir
316,San Pedro Mártir Quiechapa
317,San Pedro Mártir Yucuxaco
318,San Pedro Mixtepec
320,San Pedro Molinos
321,San Pedro Nopala
322,San Pedro Ocopetatillo
323,San Pedro Ocotepec
324,San Pedro Pochutla
325,San Pedro Quiatoni
326,San Pedro Sochiápam
327,San Pedro Tapanatepec
328,San Pedro Taviche
329,San Pedro Teozacoalco
330,San Pedro Teutila
331,San Pedro Tidaá
098,San Pedro Tlaquepaque
332,San Pedro Topiltepec
333,San Pedro Totolápam
337,San Pedro Y San Pablo Ayutla
339,San Pedro Y San Pablo Teposcolula
340,San Pedro Y San Pablo Tequixtepec
335,San Pedro Yaneri
141,San Pedro Yeloixtlahuaca
336,San Pedro Yólox
341,San Pedro Yucunama
211,San Rafael
342,San Raymundo Jalpan
054,San Salvador
142,San Salvador El Seco
143,San Salvador El Verde
144,San Salvador Huixcolotla
343,San Sebastián Abasolo
344,San Sebastián Coatlán
080,San Sebastián Del Oeste
345,San Sebastián Ixcapa
346,San Sebastián Nicananduta
347,San Sebastián Río Hondo
348,San Sebastián Tecomaxtlahuaca
349,San Sebastián Teitipac
145,San Sebastián Tlacotepec
350,San Sebastián Tutla
351,San Simón Almolongas
077,San Simón De Guerrero
352,San Simón Zahuatlán
534,San Vicente Coatlán
535,San Vicente Lachixío
536,San Vicente Nuñú
034,San Vicente Tancuayalab
064,Sanahcat
020,Sanctórum De Lázaro Cárdenas
353,Santa Ana
354,Santa Ana Ateixtlahuaca
355,Santa Ana Cuauhtémoc
356,Santa Ana Del Valle
078,Santa Ana Maya
056,Santa Ana Nopalucan
357,Santa Ana Tavela
358,Santa Ana Tlapacoyan
359,Santa Ana Yareni
360,Santa Ana Zegache
057,Santa Apolonia Teacalco
060,Santa Bárbara
361,Santa Catalina Quierí
034,Santa Catarina
058,Santa Catarina Ayometla
362,Santa Catarina Cuixtla
363,Santa Catarina Ixtepeji
364,Santa Catarina Juquila
365,Santa Catarina Lachatao
366,Santa Catarina Loxicha
367,Santa Catarina Mechoacán
368,Santa Catarina Minas
369,Santa Catarina Quiané
074,Santa Catarina Quioquitani
370,Santa Catarina Tayata
371,Santa Catarina Ticuá
146,Santa Catarina Tlaltempan
372,Santa Catarina Yosonotú
373,Santa Catarina Zapoquila
031,Santa Clara
059,Santa Cruz
374,Santa Cruz Acatepec
375,Santa Cruz Amilpas
376,Santa Cruz De Bravo
035,Santa Cruz De Juventino Rosas
377,Santa Cruz Itundujia
378,Santa Cruz Mixtepec
379,Santa Cruz Nundaco
380,Santa Cruz Papalutla
059,Santa Cruz Quilehtla
381,Santa Cruz Tacache De Mina
382,Santa Cruz Tacahua
383,Santa Cruz Tayata
026,Santa Cruz Tlaxcala
384,Santa Cruz Xitla
385,Santa Cruz Xoxocotlán
386,Santa Cruz Zenzontepec
066,Santa Elena
387,Santa Gertrudis
147,Santa Inés Ahuatempan
569,Santa Inés De Zaragoza
388,Santa Inés Del Monte
389,Santa Inés Yatzeche
024,Santa Isabel
148,Santa Isabel Cholula
060,Santa Isabel Xiloxoxtla
390,Santa Lucía Del Camino
391,Santa Lucía Miahuatlán
392,Santa Lucía Monteverde
393,Santa Lucía Ocotlán
047,Santa Magdalena Jicotlán
394,Santa María Alotepec
395,Santa María Apazco
399,Santa María Atzompa
400,Santa María Camotlán
404,Santa María Chachoápam
406,Santa María Chilchotla
407,Santa María Chimalapa
401,Santa María Colotepec
402,Santa María Cortijo
403,Santa María Coyotepec
058,Santa María De La Paz
081,Santa María De Los Ángeles
056,Santa María Del Oro
032,Santa María Del Río
408,Santa María Del Rosario
409,Santa María Del Tule
410,Santa María Ecatepec
411,Santa María Guelacé
412,Santa María Guienagati
413,Santa María Huatulco
414,Santa María Huazolotitlán
415,Santa María Ipalapa
416,Santa María Ixcatlán
417,Santa María Jacatepec
418,Santa María Jalapa Del Marqués
419,Santa María Jaltianguis
396,Santa María La Asunción
420,Santa María Lachixío
421,Santa María Mixtequilla
422,Santa María Nativitas
423,Santa María Nduayaco
424,Santa María Ozolotepec
425,Santa María Pápalo
426,Santa María Peñoles
427,Santa María Petapa
428,Santa María Quiegolani
429,Santa María Sola
430,Santa María Tataltepec
431,Santa María Tecomavaca
432,Santa María Temaxcalapa
433,Santa María Temaxcaltepec
434,Santa María Teopoxco
435,Santa María Tepantlali
436,Santa María Texcatitlán
437,Santa María Tlahuitoltepec
438,Santa María Tlalixtac
439,Santa María Tonameca
440,Santa María Totolapilla
441,Santa María Xadani
442,Santa María Yalina
443,Santa María Yavesía
444,Santa María Yolotepec
445,Santa María Yosoyúa
446,Santa María Yucuhiti
447,Santa María Zacatepec
448,Santa María Zaniza
449,Santa María Zoquitlán
049,Santiago
450,Santiago Amoltepec
451,Santiago Apoala
452,Santiago Apóstol
453,Santiago Astata
454,Santiago Atitlán
455,Santiago Ayuquililla
456,Santiago Cacaloxtepec
457,Santiago Camotlán
459,Santiago Chazumba
460,Santiago Choápam
458,Santiago Comaltepec
055,Santiago De Anaya
461,Santiago Del Río
119,Santiago El Pinar
462,Santiago Huajolotitlán
463,Santiago Huauclilla
464,Santiago Ihuitlán Plumas
465,Santiago Ixcuintepec
015,Santiago Ixcuintla
466,Santiago Ixtayutla
467,Santiago Jamiltepec
468,Santiago Jocotepec
469,Santiago Juxtlahuaca
470,Santiago Lachiguiri
471,Santiago Lalopa
472,Santiago Laollaga
473,Santiago Laxopa
474,Santiago Llano Grande
036,Santiago Maravatío
475,Santiago Matatlán
149,Santiago Miahuatlán
476,Santiago Miltepec
477,Santiago Minas
478,Santiago Nacaltepec
479,Santiago Nejapilla
066,Santiago Niltepec
480,Santiago Nundiche
481,Santiago Nuyoó
032,Santiago Papasquiaro
482,Santiago Pinotepa Nacional
212,Santiago Sochiapan
483,Santiago Suchilquitongo
484,Santiago Tamazola
485,Santiago Tapextla
487,Santiago Tenango
488,Santiago Tepetlapa
489,Santiago Tetepec
490,Santiago Texcalcingo
491,Santiago Textitlán
492,Santiago Tilantongo
493,Santiago Tillo
494,Santiago Tlazoyaltepec
056,Santiago Tulantepec De Lugo Guerrero
143,Santiago Tuxtla
495,Santiago Xanica
496,Santiago Xiacuí
497,Santiago Yaitepec
498,Santiago Yaveo
499,Santiago Yolomécatl
500,Santiago Yosondúa
501,Santiago Yucuyachi
502,Santiago Zacatepec
503,Santiago Zoochila
033,Santo Domingo
506,Santo Domingo Albarradas
507,Santo Domingo Armenta
508,Santo Domingo Chihuitán
509,Santo Domingo De Morelos
505,Santo Domingo Ingenio
510,Santo Domingo Ixcatlán
511,Santo Domingo Nuxaá
512,Santo Domingo Ozolotepec
513,Santo Domingo Petapa
514,Santo Domingo Roayaga
515,Santo Domingo Tehuantepec
516,Santo Domingo Teojomulco
517,Santo Domingo Tepuxtepec
518,Santo Domingo Tlatayápam
519,Santo Domingo Tomaltepec
520,Santo Domingo Tonalá
521,Santo Domingo Tonaltepec
522,Santo Domingo Xagacía
523,Santo Domingo Yanhuitlán
524,Santo Domingo Yodohino
525,Santo Domingo Zanatepec
078,Santo Tomás
151,Santo Tomás Hueyotlipan
530,Santo Tomás Jalieza
531,Santo Tomás Mazaltepec
532,Santo Tomás Ocotepec
533,Santo Tomás Tamazulapan
526,Santos Reyes Nopala
527,Santos Reyes Pápalo
528,Santos Reyes Tepejillo
529,Santos Reyes Yucuná
060,Sáric
061,Satevó
062,Saucillo
082,Sayula
144,Sayula De Alemán
080,Senguio
067,Seyé
034,Sierra Mojada
537,Silacayoápam
037,Silao De La Victoria
080,Siltepec
081,Simojovel
017,Sinaloa
068,Sinanché
057,Singuilucan
082,Sitalá
538,Sitio De Xitlapehua
146,Sochiapa
083,Socoltenango
145,Soconusco
147,Soledad Atzompa
148,Soledad De Doblado
035,Soledad De Graciano Sánchez
539,Soledad Etla
008,Solidaridad
084,Solosuchiapa
152,Soltepec
042,Sombrerete
149,Soteapan
037,Soto La Marina
069,Sotuta
085,Soyaló
079,Soyaniquilpan De Juárez
061,Soyopa
062,Suaqui Grande
086,Suchiapa
087,Suchiate
033,Súchil
070,Sucilá
071,Sudzal
080,Sultepec
072,Suma
088,Sunuapa
043,Susticacán
081,Susupuato
044,Tabasco
082,Tacámbaro
015,Tacotalpa
073,Tahdziú
074,Tahmek
083,Tala
084,Talpa De Allende
150,Tamalín
036,Tamasopo
034,Tamazula
085,Tamazula De Gordiano
031,Tamazulápam Del Espíritu Santo
037,Tamazunchale
151,Tamiahua
038,Tampacán
039,Tampamolón Corona
038,Tampico
152,Tampico Alto
040,Tamuín
012,Tancanhuitz
083,Tancítaro
153,Tancoco
541,Tanetze De Zaragoza
084,Tangamandapio
085,Tangancícuaro
086,Tanhuato
542,Taniche
041,Tanlajás
042,Tanquián De Escobedo
154,Tantima
155,Tantoyuca
089,Tapachula
090,Tapalapa
086,Tapalpa
091,Tapilula
038,Tarandacuao
087,Taretan
088,Tarímbaro
039,Tarimoro
058,Tasquillo
209,Tatahuicapan De Juárez
543,Tataltepec De Valdés
156,Tatatila
055,Taxco De Alarcón
075,Teabo
016,Teapa
153,Tecali De Herrera
087,Tecalitlán
081,Tecámac
154,Tecamachalco
003,Tecate
089,Techaluta De Montenegro
056,Tecoanapa
076,Tecoh
088,Tecolotlán
158,Tecolutla
009,Tecomán
155,Tecomatlán
059,Tecozautla
057,Técpan De Galeana
092,Tecpatán
016,Tecuala
156,Tehuacán
159,Tehuipango
157,Tehuitzingo
082,Tejupilco
077,Tekal De Venegas
078,Tekantó
079,Tekax
080,Tekit
081,Tekom
082,Telchac Pueblo
083,Telchac Puerto
058,Teloloapan
083,Temamatla
084,Temascalapa
085,Temascalcingo
086,Temascaltepec
084,Temax
018,Temixco
033,Temoac
087,Temoaya
063,Temósachic
085,Temozón
161,Tempoal
008,Tenabo
090,Tenamaxtlán
162,Tenampa
158,Tenampulco
088,Tenancingo
060,Tenango De Doria
089,Tenango Del Aire
090,Tenango Del Valle
093,Tenejapa
163,Tenochtitlán
017,Tenosique
091,Teocaltiche
164,Teocelo
544,Teococuilco De Marcos Pérez
092,Teocuitatlán De Corona
028,Teolocholco
091,Teoloyucan
159,Teopantlán
094,Teopisca
092,Teotihuacán
545,Teotitlán De Flores Magón
546,Teotitlán Del Valle
160,Teotlalco
547,Teotongo
063,Tepache
086,Tepakán
089,Tepalcatepec
019,Tepalcingo
161,Tepanco De López
162,Tepango De Rodríguez
093,Tepatitlán De Morelos
165,Tepatlaxco
163,Tepatlaxco De Hidalgo
164,Tepeaca
061,Tepeapulco
045,Tepechitlán
059,Tepecoacuilco De Trujano
062,Tepehuacán De Guerrero
035,Tepehuanes
063,Tepeji Del Río De Ocampo
548,Tepelmeme Villa De Morelos
165,Tepemaxalco
166,Tepeojuma
019,Tepetitla De Lardizábal
064,Tepetitlán
166,Tepetlán
093,Tepetlaoxtoc
094,Tepetlixpa
046,Tepetongo
167,Tepetzintla
168,Tepexco
169,Tepexi De Rodríguez
170,Tepeyahualco
171,Tepeyahualco De Cuauhtémoc
029,Tepeyanco
009,Tepezalá
017,Tepic
095,Tepotzotlán
020,Tepoztlán
094,Tequila
017,Tequisquiapan
096,Tequixquiac
030,Terrenate
021,Tetecala
172,Tetela De Ocampo
022,Tetela Del Volcán
173,Teteles De Avila Castillo
065,Tetepango
060,Tetipac
087,Tetiz
031,Tetla De La Solidaridad
032,Tetlatlahuca
095,Teuchitlán
047,Teúl De González Ortega
097,Texcaltitlán
098,Texcalyacac
170,Texcatepec
099,Texcoco
171,Texhuacán
172,Texistepec
088,Teya
174,Teziutlán
173,Tezonapa
067,Tezontepec De Aldama
100,Tezoyuca
175,Tianguismanalco
101,Tianguistenco
068,Tianguistengo
089,Ticul
040,Tierra Blanca
043,Tierra Nueva
175,Tihuatlán
004,Tijuana
096,Tila
176,Tilapa
102,Timilpan
090,Timucuy
090,Tingambato
091,Tingüindín
091,Tinum
092,Tiquicheo De Nicolás Romero
092,Tixcacalcupul
093,Tixkokob
094,Tixmehuac
095,Tixpéhual
061,Tixtla De Guerrero
096,Tizapán El Alto
069,Tizayuca
096,Tizimín
180,Tlachichilco
179,Tlachichuca
062,Tlacoachistlahuaca
063,Tlacoapa
176,Tlacojalpan
551,Tlacolula De Matamoros
177,Tlacolulan
178,Tlacotalpan
177,Tlacotepec De Benito Juárez
179,Tlacotepec De Mejía
552,Tlacotepec Plumas
178,Tlacuilotepec
011,Tláhuac
036,Tlahualilo
180,Tlahuapan
070,Tlahuelilpan
071,Tlahuiltepa
097,Tlajomulco De Zúñiga
064,Tlalchapa
181,Tlalixcoyan
553,Tlalixtac De Cabrera
065,Tlalixtaquilla De Maldonado
103,Tlalmanalco
182,Tlalnelhuayocan
023,Tlalnepantla
104,Tlalnepantla De Baz
012,Tlalpan
093,Tlalpujahua
181,Tlaltenango
048,Tlaltenango De Sánchez Román
024,Tlaltetela
024,Tlaltizapán De Zapata
072,Tlanalapa
073,Tlanchinol
182,Tlanepantla
183,Tlaola
066,Tlapa De Comonfort
184,Tlapacoya
183,Tlapacoyan
185,Tlapanalá
067,Tlapehuala
184,Tlaquilpa
025,Tlaquiltenango
186,Tlatlauquitepec
105,Tlatlaya
033,Tlaxcala
187,Tlaxco
074,Tlaxcoapan
026,Tlayacapan
094,Tlazazalca
185,Tlilapan
035,Tocatlán
188,Tochimilco
189,Tochtepec
095,Tocumbo
075,Tolcayuca
099,Tolimán
106,Toluca
100,Tomatlán
097,Tonalá
125,Tonanitla
107,Tonatico
102,Tonaya
187,Tonayán
103,Tonila
037,Topia
035,Torreón
104,Totatiche
036,Totolac
098,Totolapa
027,Totolapan
190,Totoltepec De Guerrero
554,Totontepec Villa De Morelos
105,Tototlán
188,Totutla
057,Trancoso
207,Tres Valles
064,Trincheras
011,Trinidad García De La Cadena
555,Trinidad Zaachila
065,Tubutama
039,Tula
076,Tula De Allende
077,Tulancingo De Bravo
191,Tulcingo
108,Tultepec
109,Tultitlán
009,Tulum
100,Tumbalá
096,Tumbiscatío
097,Tunkás
097,Turicato
106,Tuxcacuesco
107,Tuxcueca
108,Tuxpan
190,Tuxtilla
102,Tuxtla Chico
101,Tuxtla Gutiérrez
192,Tuzamapan De Galeana
103,Tuzantán
099,Tuzantla
193,Tzicatlacoyan
104,Tzimol
100,Tzintzuntzan
101,Tzitzio
038,Tzompantepec
098,Tzucacab
099,Uayma
100,Ucú
101,Umán
109,Unión De San Antonio
110,Unión De Tula
557,Unión Hidalgo
105,Unión Juárez
066,Ures
041,Uriangato
065,Urique
191,Ursulo Galván
066,Uruachi
102,Uruapan
210,Uxpanapa
558,Valerio Trujano
102,Valladolid
110,Valle De Bravo
122,Valle De Chalco Solidaridad
111,Valle De Guadalupe
112,Valle De Juárez
042,Valle De Santiago
067,Valle De Zaragoza
040,Valle Hermoso
050,Vallecillo
049,Valparaíso
044,Vanegas
192,Vega De Alatorre
045,Venado
106,Venustiano Carranza
193,Veracruz
050,Vetagrande
038,Vicente Guerrero
043,Victoria
036,Viesca
194,Villa Aldama
071,Villa Comaltitlán
114,Villa Corona
107,Villa Corzo
111,Villa De Allende
010,Villa De Álvarez
056,Villa De Arista
046,Villa De Arriaga
405,Villa De Chilapa De Díaz
051,Villa De Cos
338,Villa De Etla
047,Villa De Guadalupe
048,Villa De La Paz
049,Villa De Ramos
050,Villa De Reyes
540,Villa De Tamazulápam Del Progreso
066,Villa De Tezontepec
334,Villa De Tututepec
565,Villa De Zaachila
112,Villa Del Carbón
560,Villa Díaz Ordaz
052,Villa García
053,Villa González Ortega
115,Villa Guerrero
116,Villa Hidalgo
052,Villa Juárez
068,Villa Pesqueira
068,Villa Purificación
277,Villa Sola De Vega
280,Villa Talea De Castro
486,Villa Tejúpam De La Unión
037,Villa Unión
114,Villa Victoria
108,Villaflores
044,Villagrán
051,Villaldama
104,Villamar
055,Villanueva
105,Vista Hermosa
087,Xalapa
043,Xalatlaco
008,Xalisco
039,Xaloztoc
069,Xalpatláhuac
040,Xaltocan
196,Xayacatlán De Bravo
045,Xichú
092,Xico
042,Xicohtzinco
043,Xicoténcatl
197,Xicotepec
198,Xicotlán
054,Xilitla
199,Xiutetelco
103,Xocchel
200,Xochiapulco
078,Xochiatipan
079,Xochicoatlán
070,Xochihuehuetlán
201,Xochiltepec
013,Xochimilco
071,Xochistlahuaca
028,Xochitepec
202,Xochitlán De Vicente Suárez
203,Xochitlán Todos Santos
115,Xonacatlán
195,Xoxocotla
080,Yahualica
118,Yahualica De González Gallo
109,Yajalón
196,Yanga
204,Yaonáhuac
043,Yauhquemehcan
029,Yautepec
104,Yaxcabá
561,Yaxe
105,Yaxkukul
030,Yecapixtla
069,Yécora
197,Yecuatla
205,Yehualtepec
106,Yobaín
563,Yogana
106,Yurécuaro
046,Yuriria
564,Yutanduchi De Guerrero
206,Zacapala
207,Zacapoaxtla
107,Zacapu
056,Zacatecas
044,Zacatelco
031,Zacatepec
208,Zacatlán
116,Zacazonapan
119,Zacoalco De Torres
117,Zacualpan
032,Zacualpan De Amilpas
081,Zacualtipán De Ángeles
108,Zamora
120,Zapopan
121,Zapotiltic
209,Zapotitlán
210,Zapotitlán De Méndez
122,Zapotitlán De Vadillo
567,Zapotitlán Lagunas
568,Zapotitlán Palmas
072,Zapotitlán Tablas
082,Zapotlán De Juárez
123,Zapotlán Del Rey
023,Zapotlán El Grande
124,Zapotlanejo
038,Zaragoza
212,Zautla
083,Zempoala
200,Zentla
038,Zihuatanejo De Azueta
213,Zihuateutla
037,Ziltlaltépec De Trinidad Sánchez Santos
084,Zimapán
570,Zimatlán De Álvarez
111,Zinacantán
118,Zinacantepec
214,Zinacatepec
109,Zináparo
110,Zinapécuaro
111,Ziracuaretiro
073,Zirándaro
112,Zitácuaro
074,Zitlala
201,Zongolica
215,Zongozotla
202,Zontecomatlán De López Y Fuentes
216,Zoquiapan
217,Zoquitlán
203,Zozocolco De Hidalgo
119,Zumpahuacán
120,Zumpango
